time,pm2_5,pm10,nitrogen_dioxide,ozone,sulphur_dioxide,carbon_monoxide
2026-08-17 09:00:00,42.7,143.9,12.0,80.0,12.1,360.0
2026-08-17 10:00:00,56.7,277.5,8.7,102.0,12.2,307.0
2026-08-17 11:00:00,71.7,402.3,6.3,120.0,12.4,268.0
2026-08-17 12:00:00,74.3,405.1,4.8,133.0,12.4,241.0
2026-08-17 13:00:00,65.0,292.4,4.2,141.0,12.4,227.0
2026-08-17 14:00:00,66.6,299.9,5.0,144.0,12.7,250.0
2026-08-17 15:00:00,67.5,299.9,6.3,140.0,13.1,320.0
2026-08-17 16:00:00,67.1,288.7,9.0,131.0,13.8,427.0
2026-08-17 17:00:00,55.5,197.0,16.4,108.0,13.8,563.0
2026-08-17 18:00:00,57.4,154.1,30.9,83.0,17.0,750.0
2026-08-17 19:00:00,64.5,144.8,50.9,49.0,21.6,965.0
2026-08-17 20:00:00,72.6,143.9,66.2,22.0,25.8,1139.0
2026-08-17 21:00:00,78.2,142.5,72.9,10.0,29.7,1271.0
2026-08-17 22:00:00,82.4,133.2,74.8,5.0,33.3,1360.0
2026-08-17 23:00:00,82.4,121.5,73.4,4.0,34.3,1337.0
2026-08-18 00:00:00,72.2,96.6,67.0,7.0,30.6,1112.0
2026-08-18 01:00:00,55.4,68.2,57.3,14.0,24.4,775.0
2026-08-18 02:00:00,44.6,52.7,50.1,18.0,19.8,518.0
2026-08-18 03:00:00,41.8,49.2,49.1,14.0,18.8,426.0
2026-08-18 04:00:00,48.1,57.9,50.7,7.0,19.5,415.0
2026-08-18 05:00:00,29.2,55.5,19.8,33.0,10.0,430.0
2026-08-18 06:00:00,41.6,178.3,19.7,39.0,10.9,478.0
2026-08-18 07:00:00,51.3,212.3,19.4,47.0,12.1,552.0
2026-08-18 08:00:00,56.1,249.6,18.1,61.0,13.2,578.0
2026-08-18 09:00:00,63.8,299.0,14.8,84.0,13.9,504.0
2026-08-18 10:00:00,71.0,353.0,10.4,111.0,14.4,382.0
2026-08-18 11:00:00,61.2,261.7,7.1,133.0,14.7,293.0
2026-08-18 12:00:00,57.5,231.0,5.6,145.0,14.7,265.0
2026-08-18 13:00:00,56.8,223.1,5.2,152.0,14.6,271.0
2026-08-18 14:00:00,57.2,222.1,6.1,154.0,14.7,312.0
2026-08-18 15:00:00,60.3,245.9,6.5,153.0,14.8,394.0
2026-08-18 16:00:00,58.3,229.6,8.3,147.0,15.2,511.0
2026-08-18 17:00:00,55.1,165.8,20.7,123.0,16.6,642.0
2026-08-18 18:00:00,69.4,156.5,42.2,92.0,24.0,815.0
2026-08-18 19:00:00,90.1,177.9,71.5,50.0,34.1,1002.0
2026-08-18 20:00:00,103.8,176.5,90.7,21.0,40.9,1094.0
2026-08-18 21:00:00,88.5,149.5,89.8,18.0,41.1,1015.0
2026-08-18 22:00:00,83.1,137.4,78.9,28.0,38.0,840.0
2026-08-18 23:00:00,80.6,124.3,70.2,34.0,35.5,690.0
2026-08-19 00:00:00,78.9,115.5,68.6,31.0,35.0,608.0
2026-08-19 01:00:00,81.0,113.4,69.3,24.0,35.2,551.0
2026-08-19 02:00:00,86.4,118.3,70.3,18.0,35.5,505.0
2026-08-19 03:00:00,92.2,124.3,72.1,10.0,35.9,455.0
2026-08-19 04:00:00,96.4,128.5,74.1,2.0,36.4,417.0
2026-08-19 05:00:00,65.0,98.5,51.1,27.0,37.9,419.0
2026-08-19 06:00:00,67.8,105.7,46.7,42.0,38.7,499.0
2026-08-19 07:00:00,64.7,114.6,40.3,64.0,39.7,620.0
2026-08-19 08:00:00,61.5,120.6,33.3,88.0,39.0,699.0
2026-08-19 09:00:00,58.0,121.5,25.2,116.0,35.1,695.0
2026-08-19 10:00:00,57.3,135.0,16.4,148.0,29.6,651.0
2026-08-19 11:00:00,50.5,108.0,10.0,174.0,25.4,609.0
2026-08-19 12:00:00,47.8,101.7,7.2,194.0,24.0,581.0
2026-08-19 13:00:00,47.5,97.6,6.8,209.0,24.1,555.0
2026-08-19 14:00:00,49.5,97.1,7.4,218.0,24.3,545.0
2026-08-19 15:00:00,49.8,95.7,8.2,221.0,24.4,502.0
2026-08-19 16:00:00,50.4,107.6,10.1,217.0,24.8,475.0
2026-08-19 17:00:00,50.6,96.4,18.9,142.0,19.6,619.0
2026-08-19 18:00:00,51.5,85.2,30.4,118.0,22.6,1124.0
2026-08-19 19:00:00,59.0,86.4,46.0,85.0,26.7,1799.0
2026-08-19 20:00:00,60.8,80.3,56.0,61.0,29.6,2232.0
2026-08-19 21:00:00,57.4,75.0,55.0,54.0,30.3,2206.0
2026-08-19 22:00:00,59.6,74.0,48.3,55.0,29.9,1937.0
2026-08-19 23:00:00,61.0,74.0,42.3,56.0,29.2,1658.0
2026-08-20 00:00:00,58.2,72.4,38.9,55.0,28.2,1427.0
2026-08-20 01:00:00,58.4,71.0,36.1,54.0,27.0,1186.0
2026-08-20 02:00:00,58.2,69.8,34.1,53.0,26.2,1000.0
2026-08-20 03:00:00,58.6,71.0,33.0,49.0,25.8,895.0
2026-08-20 04:00:00,57.7,69.2,32.6,44.0,25.8,845.0
2026-08-20 05:00:00,38.0,46.9,26.4,68.0,27.6,833.0
2026-08-20 06:00:00,37.1,44.8,28.1,68.0,27.8,895.0
2026-08-20 07:00:00,34.8,42.5,30.3,69.0,28.2,996.0
2026-08-20 08:00:00,30.7,40.4,30.4,79.0,28.9,1016.0
2026-08-20 09:00:00,31.7,43.0,26.7,108.0,30.7,867.0
2026-08-20 10:00:00,34.1,48.9,20.9,146.0,32.8,637.0
2026-08-20 11:00:00,36.7,58.1,15.9,176.0,33.4,464.0
2026-08-20 12:00:00,38.1,67.8,12.2,190.0,30.8,408.0
2026-08-20 13:00:00,37.7,65.7,9.3,197.0,26.6,410.0
2026-08-20 14:00:00,36.6,59.1,8.2,199.0,23.8,433.0
2026-08-20 15:00:00,37.1,56.6,7.1,203.0,23.1,452.0
2026-08-20 16:00:00,38.3,56.6,7.7,204.0,23.8,493.0
2026-08-20 17:00:00,38.6,56.0,16.7,189.0,26.3,597.0
2026-08-20 18:00:00,48.9,61.7,40.8,147.0,31.9,793.0
2026-08-20 19:00:00,65.2,79.2,73.3,90.0,39.3,1053.0
2026-08-20 20:00:00,85.9,99.9,100.1,44.0,45.8,1333.0
2026-08-20 21:00:00,108.0,121.5,116.7,20.0,50.9,1676.0
2026-08-20 22:00:00,123.4,138.8,127.7,7.0,55.0,2040.0
2026-08-20 23:00:00,136.4,152.7,132.8,0.0,56.2,2249.0
2026-08-21 00:00:00,145.8,161.6,129.9,0.0,52.4,2212.0
2026-08-21 01:00:00,141.1,155.5,121.1,1.0,45.6,2021.0
2026-08-21 02:00:00,119.7,130.4,112.9,4.0,40.4,1779.0
2026-08-21 03:00:00,116.2,125.3,108.9,1.0,39.0,1478.0
2026-08-21 04:00:00,118.3,127.6,105.3,0.0,39.1,1125.0
2026-08-21 05:00:00,119.0,129.9,97.7,2.0,38.4,849.0
2026-08-21 06:00:00,101.7,111.3,82.2,19.0,35.5,717.0
2026-08-21 07:00:00,79.2,91.3,62.6,45.0,31.7,661.0
2026-08-21 08:00:00,66.1,79.9,45.5,73.0,28.8,608.0
2026-08-21 09:00:00,58.9,77.1,32.9,105.0,27.6,525.0
2026-08-21 10:00:00,48.5,73.8,22.7,141.0,27.3,445.0
2026-08-21 11:00:00,46.6,74.5,15.3,170.0,26.9,385.0
2026-08-21 12:00:00,47.1,76.1,11.2,191.0,26.1,354.0
2026-08-21 13:00:00,47.8,76.8,9.9,207.0,25.2,344.0
2026-08-21 14:00:00,48.4,77.5,9.8,214.0,24.4,353.0
2026-08-21 15:00:00,49.8,91.3,9.3,212.0,23.7,374.0
2026-08-21 16:00:00,54.0,128.5,10.1,203.0,23.2,414.0
2026-08-21 17:00:00,48.1,93.4,15.6,183.0,23.3,494.0
2026-08-21 18:00:00,55.8,86.6,30.6,146.0,24.6,633.0
2026-08-21 19:00:00,65.4,95.2,50.4,100.0,26.5,811.0
2026-08-21 20:00:00,62.6,81.5,63.7,65.0,28.3,989.0
2026-08-21 21:00:00,57.6,72.6,64.5,53.0,29.6,1210.0
2026-08-21 22:00:00,64.5,76.1,58.9,53.0,30.7,1431.0
2026-08-21 23:00:00,69.4,81.3,54.1,52.0,31.4,1479.0
2026-08-22 00:00:00,69.4,81.5,53.6,45.0,31.9,1205.0
2026-08-22 01:00:00,67.8,80.6,53.9,38.0,31.9,757.0
2026-08-22 02:00:00,66.6,79.6,51.6,36.0,30.5,414.0
2026-08-22 03:00:00,61.5,75.7,44.0,42.0,26.7,285.0
2026-08-22 04:00:00,47.7,66.6,33.7,53.0,21.5,259.0
2026-08-22 05:00:00,39.7,58.8,25.5,62.0,17.2,282.0
2026-08-22 06:00:00,31.3,49.2,21.8,63.0,14.5,375.0
2026-08-22 07:00:00,26.8,46.4,20.1,61.0,12.7,516.0
2026-08-22 08:00:00,27.0,50.4,18.2,67.0,11.9,588.0
2026-08-22 09:00:00,27.9,53.2,14.9,85.0,12.5,512.0
2026-08-22 10:00:00,29.5,57.9,11.3,111.0,14.2,367.0
2026-08-22 11:00:00,28.5,64.0,8.5,136.0,16.0,268.0
2026-08-22 12:00:00,30.0,57.3,6.8,161.0,17.5,266.0
2026-08-22 13:00:00,32.5,60.1,6.0,185.0,19.2,311.0
2026-08-22 14:00:00,35.9,64.0,6.5,202.0,20.8,366.0
2026-08-22 15:00:00,39.5,68.5,8.3,209.0,22.6,393.0
2026-08-22 16:00:00,40.6,70.8,11.3,207.0,24.5,430.0
2026-08-22 17:00:00,41.2,71.2,15.8,196.0,25.8,551.0
2026-08-22 18:00:00,47.1,66.4,22.2,170.0,26.0,862.0
2026-08-22 19:00:00,50.6,63.8,30.1,133.0,25.6,1257.0
2026-08-22 20:00:00,48.9,59.4,37.8,101.0,25.9,1496.0
2026-08-22 21:00:00,56.6,65.0,45.8,77.0,27.5,1443.0
2026-08-22 22:00:00,65.2,73.1,53.7,57.0,29.7,1233.0
2026-08-22 23:00:00,72.9,81.5,58.6,42.0,31.4,1033.0
2026-08-23 00:00:00,61.2,69.6,59.0,35.0,32.1,894.0
2026-08-23 01:00:00,61.2,68.5,56.5,33.0,32.3,765.0
2026-08-23 02:00:00,63.1,70.3,52.6,34.0,32.0,659.0
2026-08-23 03:00:00,61.9,69.4,46.9,37.0,30.8,584.0
2026-08-23 04:00:00,49.6,57.6,39.7,44.0,29.2,532.0
2026-08-23 05:00:00,42.0,50.6,34.1,52.0,28.7,499.0
2026-08-23 06:00:00,35.4,42.5,32.0,62.0,31.0,491.0
2026-08-23 07:00:00,41.8,52.9,31.4,75.0,34.5,501.0
2026-08-23 08:00:00,42.3,56.0,29.1,90.0,35.8,501.0
2026-08-23 09:00:00,34.3,52.2,22.9,110.0,32.7,477.0
2026-08-23 10:00:00,29.5,50.3,15.0,133.0,27.5,443.0
2026-08-23 11:00:00,28.6,48.0,9.1,156.0,23.9,416.0
2026-08-23 12:00:00,29.3,45.4,6.6,180.0,23.5,398.0
2026-08-23 13:00:00,31.7,45.9,6.0,204.0,24.7,386.0
2026-08-23 14:00:00,34.2,47.8,6.4,220.0,26.0,389.0
2026-08-23 15:00:00,35.0,48.3,7.4,227.0,27.3,369.0
2026-08-23 16:00:00,36.4,49.7,9.3,227.0,28.7,363.0
2026-08-23 17:00:00,36.9,50.3,12.0,216.0,29.0,490.0
2026-08-23 18:00:00,40.6,50.3,15.7,186.0,26.7,874.0
2026-08-23 19:00:00,37.0,42.7,20.2,145.0,23.3,1391.0
2026-08-23 20:00:00,36.3,40.3,25.3,110.0,21.7,1793.0
2026-08-23 21:00:00,42.6,46.4,31.6,89.0,24.0,1990.0
2026-08-23 22:00:00,48.8,52.0,38.6,74.0,28.1,2071.0
2026-08-23 23:00:00,60.5,63.8,43.8,63.0,31.4,2059.0
2026-08-24 00:00:00,65.9,68.9,46.1,54.0,32.9,1937.0
2026-08-24 01:00:00,71.2,74.0,46.6,49.0,33.6,1722.0
2026-08-24 02:00:00,75.2,78.2,47.0,43.0,33.6,1485.0
2026-08-24 03:00:00,80.6,83.1,48.5,32.0,32.4,1217.0
2026-08-24 04:00:00,82.0,84.5,49.8,22.0,30.6,928.0
2026-08-24 05:00:00,75.4,78.0,48.3,22.0,29.4,713.0
2026-08-24 06:00:00,75.9,78.7,41.6,41.0,29.9,636.0
2026-08-24 07:00:00,61.9,66.4,32.1,71.0,31.1,633.0
2026-08-24 08:00:00,42.0,46.9,23.8,102.0,31.6,614.0
2026-08-24 09:00:00,36.7,40.9,18.1,134.0,30.6,532.0
2026-08-24 10:00:00,33.9,36.4,13.8,168.0,29.0,433.0
2026-08-24 11:00:00,34.6,36.1,10.8,195.0,28.0,364.0
2026-08-24 12:00:00,35.7,36.7,9.4,212.0,28.3,341.0
2026-08-24 13:00:00,37.7,38.4,9.3,222.0,29.2,347.0
2026-08-24 14:00:00,39.0,39.6,10.4,227.0,30.3,383.0
2026-08-24 15:00:00,40.5,41.0,11.9,230.0,31.2,403.0
2026-08-24 16:00:00,41.3,41.9,14.6,227.0,32.3,453.0
2026-08-24 17:00:00,43.3,43.8,20.2,212.0,33.7,666.0
2026-08-24 18:00:00,47.6,48.0,31.4,173.0,35.5,1214.0
2026-08-24 19:00:00,57.7,57.9,45.7,121.0,37.7,1925.0
2026-08-24 20:00:00,62.9,63.1,56.6,81.0,40.2,2418.0
2026-08-24 21:00:00,68.9,68.9,61.7,63.0,43.5,2540.0
2026-08-24 22:00:00,77.3,77.5,63.6,56.0,47.2,2445.0
2026-08-24 23:00:00,85.4,85.7,63.7,52.0,49.8,2210.0
